id,url,recipe,average_ratingvalue,kcalories,protein,carbs,fat,saturates,fibre,sugar,salt,binned_serving,step,ingredient,cooktime,preptime,total_time,cate_Dinner,cate_Main.course,cate_Side.dish,cate_Snack,cate_Brunch,cate_Treat,cate_Soup.course,cate_Afternoon.tea,cate_Dessert,cate_Vegetable.course,cate_Supper,cate_Lunch,cate_Breakfast,cate_Cocktails,cate_Drink,cate_Buffet,cate_Starter,cate_Condiment,cate_Canapes,cate_Pasta.course,cate_Fish.Course,country_america,country_asia,country_europe,country_other,level_Easy,level_For the keen cook,level_Moderately easy
2423,http://www.bbcgoodfood.com/recipes/2066/curried-flatbread,Curried flatbread,3.35,255,7,48,5,1,2,0,1.3,3,172,8,15,40,55,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2424,http://www.bbcgoodfood.com/recipes/1572637/curried-lamb-and-peas-with-tomato-and-onion-salad,Curried lamb & peas with tomato & onion salad,4,520,32,53,22,9,5,7,0.94,3,88,9,20,15,35,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2425,http://www.bbcgoodfood.com/recipes/curried-lentil-parsnip-apple-soup,"Curried lentil, parsnip & apple soup",4,204,12,24,5,1,8,10,0.7,3,116,9,40,20,60,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2426,http://www.bbcgoodfood.com/recipes/1742640/curried-parsnip-mash,Curried parsnip mash,3.75,339,8,45,15,8,12,28,0.36,3,63,5,25,10,35,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2427,http://www.bbcgoodfood.com/recipes/2360657/curried-pasta-salad,Curried pasta salad,3.583335,224,7,31,8,1,1,12,0.9,3,55,10,12,10,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2428,http://www.bbcgoodfood.com/recipes/9591/curried-potato-pasties,Curried potato pasties,4.25,480,11,53,26,10,0,4,0.86,3,212,10,30,15,45,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2429,http://www.bbcgoodfood.com/recipes/curried-pulled-lamb,Curried pulled lamb,5,477,34,6,35,15,1,4,0.3,3,370,21,240,45,285,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2430,http://www.bbcgoodfood.com/recipes/1974663/curried-squash-lentil-and-coconut-soup,"Curried squash, lentil & coconut soup",4.48077,178,6,22,7,5,4,9,0.4,3,91,8,25,10,35,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2431,http://www.bbcgoodfood.com/recipes/2885/curried-vegetable-broth,Curried vegetable broth,4.666665,209,4,18,14,5,4,0,0.92,3,88,13,30,20,50,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2432,http://www.bbcgoodfood.com/recipes/3165/curried-vegetable-pie,Curried vegetable pie,3.6,405,9,36,36,26,5,0,0.48,3,191,17,50,30,80,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2433,http://www.bbcgoodfood.com/recipes/4717/currycrusted-fish,Curry-crusted fish,4.333335,178,29,11,2,0,0,1,0.64,3,95,4,7,5,12,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2434,http://www.bbcgoodfood.com/recipes/1267646/curryspiced-chicken-with-a-tartare-of-peas,Curry-spiced chicken with a tartare of peas,2,637,60,18,37,11,8,4,0.86,3,126,12,105,15,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2435,http://www.bbcgoodfood.com/recipes/2360681/curry-coconut-fish-parcels,Curry coconut fish parcels,4.764705,438,28,63,6,3,2,8,1.3,2,116,9,15,10,25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2436,http://www.bbcgoodfood.com/recipes/1652/curry-in-a-hurry,Curry in a hurry,4.117645,195,22,11,7,1,2,0,0.75,2,105,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2437,http://www.bbcgoodfood.com/recipes/custard-nutmeg-tart,Custard & nutmeg tart,0,219,6,18,13,5,1,4,0.5,3,191,8,50,20,70,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2438,http://www.bbcgoodfood.com/recipes/2198644/custard-and-white-chocolate-biscuits,Custard & white chocolate biscuits,4.85345,132,1,18,6,4,0,9,0.2,4,113,7,15,15,30,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2439,http://www.bbcgoodfood.com/recipes/694636/custard-kisses,Custard kisses,4.4,220,1,20,16,10,0,18,0.24,4,146,10,10,30,40,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2440,http://www.bbcgoodfood.com/recipes/1583638/custard-tart,Custard tart,4.333335,593,9,53,40,21,1,29,0.33,3,238,13,80,25,105,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2441,http://www.bbcgoodfood.com/recipes/13353/custard-tart-with-nutmeg-pastry-,Custard tart with nutmeg pastry ,4.572915,405,6,33,28,13,1,14,0.54,4,244,7,95,15,110,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2442,http://www.bbcgoodfood.com/recipes/4437/dads-chocolate-drop-cakes,Dad's chocolate drop cakes,4.4,492,6,47,32,17,1,38,0.32,4,198,10,20,0,20,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2443,http://www.bbcgoodfood.com/recipes/2313/dads-minute-steak-with-golden-onions,Dad's minute steak with golden onions,4,387,29,26,18,8,1,1,2.56,3,203,10,40,0,40,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2444,http://www.bbcgoodfood.com/recipes/2396/dads-special-supper,Dad's special supper,4.20652,530,19,52,28,9,2,12,2.51,3,168,7,50,0,50,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2445,http://www.bbcgoodfood.com/recipes/3148692/dads-beef-mushroom-and-mustard-pies,"Dad’s beef, mushroom & mustard pies",4.375,1422,70,146,62,26,11,9,3.2,2,373,17,175,40,215,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2446,http://www.bbcgoodfood.com/recipes/1314/dagmars-detox-salad,Dagmar's detox salad,4.588235,233,5,14,18,2,4,1,0.06,3,38,12,0,35,35,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2447,http://www.bbcgoodfood.com/recipes/2920663/dairyfree-pancakes,Dairy-free pancakes,5,90,2.3,12.6,3.2,0.5,0.7,0.8,0,3,166,4,25,5,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2449,http://www.bbcgoodfood.com/recipes/13097/danish-pastries,Danish pastries,3.464285,218,3,25,12,8,1,4,0.26,4,468,19,20,60,80,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2450,http://www.bbcgoodfood.com/recipes/1731/darina-allens-winter-leek-and-potato-soup,Darina Allen's winter leek & potato soup,4.612635,252,5,18,18,11,3,0,0.7,3,244,10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2451,http://www.bbcgoodfood.com/recipes/251621/dark-and-squidgy-chocolate-torte,Dark & squidgy chocolate torte,4.756095,426,6,35,30,16,2,27,0.22,3,136,7,30,15,45,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2452,http://www.bbcgoodfood.com/recipes/dark-white-chocolate-cardamom-swirl-tart,Dark & white chocolate cardamom swirl tart,4.0625,445,4,33,34,20,1,26,0.3,4,298,11,20,30,50,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2453,http://www.bbcgoodfood.com/recipes/2570/dark-chocolate-and-cranberry-roulade,Dark chocolate & cranberry roulade,3.857145,691,9,48,52,29,2,30,0.45,3,451,15,20,50,70,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2455,http://www.bbcgoodfood.com/recipes/1668/dark-chocolate-and-prune-mousse,Dark chocolate & prune mousse,3.666665,261,7,28,14,7,3,4,0.18,3,163,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2456,http://www.bbcgoodfood.com/recipes/dark-chocolate-coconut-passion-fruit-mousse-cake,"Dark chocolate, coconut & passion fruit mousse cake",0,744,9,52,53,26,4,36,1.2,4,661,20,45,45,90,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2457,http://www.bbcgoodfood.com/recipes/2537/dark-mocha-torte,Dark mocha torte,5,437,6,38,30,15,2,23,0.14,4,205,14,50,20,70,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2459,http://www.bbcgoodfood.com/recipes/2667652/date-and-apple-squares,Date & apple squares,4.61842,513,5,68,24,15,4,47,0.8,3,156,7,35,20,55,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2460,http://www.bbcgoodfood.com/recipes/date-buckwheat-granola-pecans-seeds,Date & buckwheat granola with pecans & seeds,2.916665,387,15,50,12,2,3,34,0.3,3,192,12,35,10,45,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2461,http://www.bbcgoodfood.com/recipes/2067/date-and-fig-bread,Date & fig bread,2,248,7,43,7,4,4,1,0.6,4,199,12,20,50,70,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2462,http://www.bbcgoodfood.com/recipes/2970684/date-and-ginger-malt-loaf,Date & ginger malt loaf,4.8,474,8,62,22,13,2,44,1.2,3,165,13,85,20,105,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2464,http://www.bbcgoodfood.com/recipes/5141/date-banana-and-rum-loaf,"Date, banana & rum loaf",4.35185,310,5,57,8,1,3,49,0.39,3,146,11,60,15,75,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2465,http://www.bbcgoodfood.com/recipes/1211/daube-of-beef-with-spiced-beetroot,Daube of beef with spiced beetroot,4.59375,634,40,49,18,6,3,23,1.5,3,293,21,120,40,160,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2466,http://www.bbcgoodfood.com/recipes/1778/daube-of-pork,Daube of pork,4.22222,886,80,13,58,11,2,13,0.87,3,170,15,180,30,210,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2467,http://www.bbcgoodfood.com/recipes/402620/dauphinoise-potatoes,Dauphinoise potatoes,4.76271,541,11,39,39,22,3,5,0.35,3,136,5,45,20,65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2468,http://www.bbcgoodfood.com/recipes/day-dead-biscuits,Day of the Dead biscuits,0,533,3,101,13,8,1,85,0.3,4,656,9,20,80,100,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2469,http://www.bbcgoodfood.com/recipes/2725/dazzling-beetrootcured-salmon,Dazzling beetroot-cured salmon,5,306,23,7,21,7,1,4,2.27,3,261,14,0,30,30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2471,http://www.bbcgoodfood.com/recipes/1357/decadent-chocolate-truffle-torte,Decadent chocolate truffle torte,4.765625,331,2,17,29,18,1,15,0.09,4,391,6,0,60,60,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2473,http://www.bbcgoodfood.com/recipes/9650/deepdish-cheese-onion-and-potato-pie,"Deep-dish cheese, onion & potato pie",4.10345,820,20,73,52,26,4,5,1.53,3,231,9,90,40,130,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2474,http://www.bbcgoodfood.com/recipes/5923/deepfilled-asparagus-and-mascarpone-tartlets,Deep-filled asparagus & mascarpone tartlets,4.2,316,8,16,25,15,1,2,0.48,4,237,5,40,30,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
2475,http://www.bbcgoodfood.com/recipes/4846/deepfilled-bramley-apple-pie,Deep-filled Bramley apple pie,4.357145,646,8,93,27,11,4,48,1,4,241,9,40,30,70,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2476,http://www.bbcgoodfood.com/recipes/863652/deepfilled-mince-pies,Deep-filled mince pies,4.57143,367,3,53,17,11,1,31,0.25,4,201,4,15,30,45,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2477,http://www.bbcgoodfood.com/recipes/deep-fried-tofu-pineapple-sweet-chilli-basil-0,"Deep-fried tofu with pineapple, sweet chilli & basil",0,513,15,80,15,2,4,63,2.6,3,174,10,30,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2478,http://www.bbcgoodfood.com/recipes/2994/deli-pasta-salad,Deli pasta salad,4.62712,426,12,2,64,0,6,19,1.68,3,157,9,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2479,http://www.bbcgoodfood.com/recipes/1092/deluxe-hot-chocolate-with-marshmallows,Deluxe hot chocolate with marshmallows,4.90909,437,8,29,33,18,2,13,0.19,3,164,3,5,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
2480,http://www.bbcgoodfood.com/recipes/9073/dense-and-dark-chocolate-loaf,Dense & dark chocolate loaf,4.357145,645,9,60,43,24,2,32,1.05,3,258,11,50,20,70,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2481,http://www.bbcgoodfood.com/recipes/devil-pigs-horseback,Devil pigs on horseback,0,127,7,4,9,3,1,3,0.8,4,72,7,20,15,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2482,http://www.bbcgoodfood.com/recipes/1805640/devils-food-cupcakes,Devil’s food cupcakes,4.285715,388,3,53,20,12,1,43,0.39,4,215,13,25,20,45,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2483,http://www.bbcgoodfood.com/recipes/2852683/devilled-cheek-and-kidney-pot-pie,Devilled cheek & kidney pot pie,0,1213,66,80,69,25,7,10,2.4,3,334,19,180,50,230,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2484,http://www.bbcgoodfood.com/recipes/3565/devilled-mackerel-with-potatoes-and-spinach,Devilled mackerel with potatoes & spinach,3.923075,557,32,39,31,6,4,4,1.06,3,106,6,35,10,45,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2485,http://www.bbcgoodfood.com/recipes/1278/devilled-mushrooms,Devilled mushrooms,4.15909,96,4,4,7,1,2,0,0.56,3,104,8,10,15,25,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
2486,http://www.bbcgoodfood.com/recipes/2955/devilled-tofu-kebabs,Devilled tofu kebabs,3.425,178,10,18,8,1,3,3,1.35,3,114,10,35,25,60,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2487,http://www.bbcgoodfood.com/recipes/1840/devonshire-honey-cake,Devonshire honey cake,4.41791,336,4,43,17,10,1,25,0.29,4,189,5,90,0,90,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2488,http://www.bbcgoodfood.com/recipes/2219660/diamond-jubilee-chicken,Diamond Jubilee chicken,4.5,639,34,8,52,12,2,7,0.5,3,189,14,150,25,175,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2489,http://www.bbcgoodfood.com/recipes/2526/dill-and-poppy-seed-soda-bread,Dill & poppy seed soda bread,4,148,4,25,4,2,2,2,1.14,4,257,10,30,5,35,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2490,http://www.bbcgoodfood.com/recipes/dill-pickled-cucumbers,Dill pickled cucumbers,0,15,1,2,0,0,1,2,0.8,4,112,12,10,15,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2491,http://www.bbcgoodfood.com/recipes/1364645/dill-scones-with-smoked-salmon-and-cucumber-relish,Dill scones with smoked salmon & cucumber relish,4.0625,365,21,48,10,5,4,7,2.85,3,198,13,15,30,45,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2492,http://www.bbcgoodfood.com/recipes/775661/dippy-eggs-with-marmite-soldiers,Dippy eggs with Marmite soldiers,4.272725,372,17,31,21,8,4,2,1.09,2,63,5,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2493,http://www.bbcgoodfood.com/recipes/3288/dishy-fish-chowder,Dishy fish chowder,4.041665,306,32,29,7,1,7,0,0.96,3,131,11,0,20,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2494,http://www.bbcgoodfood.com/recipes/7736/diy-kofta-burgers,DIY kofta burgers,4.625,295,26,8,18,8,0,2,0.37,3,144,11,20,30,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2495,http://www.bbcgoodfood.com/recipes/1477/diy-mexican-chilli-wraps,DIY Mexican chilli wraps,3.916665,604,40,57,25,10,6,0,3.14,3,210,6,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2496,http://www.bbcgoodfood.com/recipes/864649/dolcelattestuffed-figs,Dolcelatte-stuffed figs,4.6,53,3,2,3,3,0,3,0.46,4,58,4,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
2497,http://www.bbcgoodfood.com/recipes/2580/doris-cherry-meringue-tart,Doris' cherry meringue tart,3.4,438,5,68,17,6,2,48,0.28,3,187,7,30,25,55,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2498,http://www.bbcgoodfood.com/recipes/dorset-apple-cake,Dorset apple cake,4.64706,310,4,46,13,13,2,26,0.3,3,147,9,40,20,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2499,http://www.bbcgoodfood.com/recipes/2044/dorset-apple-traybake,Dorset apple traybake,4.49842,285,4,39,13,8,1,23,0.66,4,115,9,50,20,70,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2500,http://www.bbcgoodfood.com/recipes/1089/dorset-sausage-pasties,Dorset sausage pasties,4,281,5,26,18,8,2,0,0.5,4,191,10,30,20,50,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2501,http://www.bbcgoodfood.com/recipes/1128646/dotty-banana-fairy-cakes,Dotty banana fairy cakes,4.815215,236,2,40,8,5,0,31,0.29,4,121,10,22,30,52,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2502,http://www.bbcgoodfood.com/recipes/3492/doublebaked-cheddar-souffls,Double-baked cheddar souffles,4.833335,336,12,14,25,15,1,4,0.63,3,253,10,45,40,85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2503,http://www.bbcgoodfood.com/recipes/1446/doublesmoked-fish-cakes,Double-smoked fish cakes,4,315,25,28,12,4,2,0,1.98,3,215,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2504,http://www.bbcgoodfood.com/recipes/1276636/doublethelove-chocolate-cake,Double-the-love chocolate cake,4.660715,729,7,83,43,26,2,60,0.79,4,299,12,110,120,230,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2505,http://www.bbcgoodfood.com/recipes/1403635/double-cheese-and-onion-souffl-tart,Double cheese & onion souffle tart,4.5,456,16,32,30,15,1,5,1.38,3,277,9,70,15,85,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2506,http://www.bbcgoodfood.com/recipes/10880/double-cherry-semifreddo,Double cherry semi-freddo,3.5,400,30,16,29,28,0,5,0.15,3,243,5,10,25,35,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2507,http://www.bbcgoodfood.com/recipes/1128644/double-choc-shortbreads,Double choc shortbreads,4.767855,192,2,22,11,6,0,12,0.12,4,90,8,12,30,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2508,http://www.bbcgoodfood.com/recipes/double-chocolate-caramel-tart-frosted-pistachios-rum-cream,"Double chocolate & caramel tart, frosted pistachios & rum cream",5,850,11,73,54,31,5,56,0.5,3,527,15,50,40,90,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2509,http://www.bbcgoodfood.com/recipes/252611/double-chocolate-cardamom-pots,Double chocolate cardamom pots,3.90909,119,3,16,5,3,0,15,0.11,3,108,5,5,15,20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2510,http://www.bbcgoodfood.com/recipes/8248/double-chocolate-cheesecake,Double chocolate cheesecake,4.557145,490,7,29,39,22,1,23,0.88,4,257,13,35,40,75,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2512,http://www.bbcgoodfood.com/recipes/2053649/double-chocolate-eclairs,Double chocolate eclairs,3.5,276,5,25,17,10,1,17,0.1,4,284,16,45,40,85,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2513,http://www.bbcgoodfood.com/recipes/694633/double-chocolate-loaf-cake,Double chocolate loaf cake,4.717465,504,8,48,32,16,2,33,0.64,3,129,10,55,25,80,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2514,http://www.bbcgoodfood.com/recipes/double-chocolate-profiteroles-salted-caramel-cream,Double chocolate profiteroles with salted caramel cream,0,479,8,28,37,22,1,19,0.7,3,442,10,35,45,80,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2515,http://www.bbcgoodfood.com/recipes/double-chocolate-shortbread-fingers,Double chocolate shortbread fingers,5,187,2,16,12,8,1,7,0.2,4,216,8,10,15,25,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2516,http://www.bbcgoodfood.com/recipes/1272633/double-chocolate-shortbreads,Double chocolate shortbreads,4.35909,290,3,31,18,11,1,15,0.22,3,98,5,12,10,22,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2517,http://www.bbcgoodfood.com/recipes/double-ginger-cookies,Double ginger cookies,5,180,2,25,7,4,2,13,0.2,4,230,9,12,20,32,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2518,http://www.bbcgoodfood.com/recipes/68611/double-ginger-gingerbread-men,Double ginger gingerbread men,3.729165,264,3,43,10,6,1,20,0.33,4,175,11,15,45,60,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2519,http://www.bbcgoodfood.com/recipes/853635/double-salmon-roll,Double salmon roll,5,327,24,0,26,13,0,0,4.07,3,166,10,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
2520,http://www.bbcgoodfood.com/recipes/double-thai-noodle-salad-smoked-aubergine-mango-avocado,"Double Thai noodle salad with smoked aubergine, mango & avocado",5,505,12,59,25,6,11,26,2.8,3,243,21,40,45,85,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2521,http://www.bbcgoodfood.com/recipes/1853652/doughnut-muffins,Doughnut muffins,4.65,229,3,29,11,6,1,18,0.4,4,116,8,18,20,38,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2522,http://www.bbcgoodfood.com/recipes/doughsant,Doughsant,0,572,7,55,37,17,2,19,0.5,4,491,12,45,75,120,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2523,http://www.bbcgoodfood.com/recipes/3094678/douzepointe-pies,Douze-pointe pies,0,834,18,69,54,19,7,10,2.1,3,329,25,60,60,120,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2524,http://www.bbcgoodfood.com/recipes/5880/dover-sole-with-buttered-leeks-and-shrimps,Dover sole with buttered leeks & shrimps,5,673,56,10,43,24,6,9,4.26,2,132,6,30,10,40,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2525,http://www.bbcgoodfood.com/recipes/4678/dressed-allotment-salad,Dressed allotment salad,0,324,12,22,21,7,3,7,0.29,3,156,10,20,20,40,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
